Standard Deviation of Stocks' Return
AAPL    0.018463
GOOG    0.018275
MSFT    0.017164
AMZN    0.020677
TSLA    0.037005
NFLX    0.027246
META    0.024119
NVDA    0.03155
AMD    0.037206
INTC    0.023881
